Серія	Дата заказа	Планована дата виготовлення	Заготовка готово	Час заготовка	Зварка готово	Час зварка	Фарбування готово	Час фарба	МДФГотово	Час МДФ	Зборка готово	Час зборка	Упаковка готово	Час упаковка	Тип	Модель	Розмір	Кількість створок
42600288	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600289	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600311	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600313	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600314	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600322	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600324	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600325	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600304	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600305	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600307	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600308	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600309	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600310	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600344	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600345	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600346	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600347	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600348	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600349	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600374	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600377	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600379	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600382	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600364	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600366	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600367	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600368	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600371	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600372	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600343	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600351	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600353	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600358	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600359	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600361	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600373	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600375	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600376	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600378	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600380	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600381	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600360	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600362	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600363	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600365	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600369	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600370	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600350	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600352	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600354	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600355	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600356	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600357	30.03.2026	30.06.2026	Ні 	0,1143	Ні 	0,1455	Ні 	0,1280	Ні 	0,1333	Ні 	0,1280	Ні 	0,1778	Двері люкс	рис+чорна вст	2040*960	1
42600383	09.04.2026	30.06.2026	Так 		Так 		Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері люкс	NC3	2000*860	1
42600385	09.04.2026	30.06.2026	Так 		Так 		Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері люкс	NC3	2000*860	1
42600485	09.04.2026	30.06.2026	Так 		Так 		Ні 	0,1067	Так 		Ні 	0,1067	Ні 	0,1778	Двері люкс	рис фреза	1990*860	1
42600486	09.04.2026	30.06.2026	Так 		Ні 	0,1600	Ні 	0,1143	Так 		Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*960	1
52600093	14.05.2026	30.06.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,5200	Ні 	0,1333	Ні 	0,5200	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*960	1
52600094	14.05.2026	30.06.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,5200	Ні 	0,1333	Ні 	0,5200	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL26-скло	2040*1200	1
22600006	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600017	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600018	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600020	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600021	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600023	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600007	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600019	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600022	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600024	28.01.2026	01.07.2026	Так 		Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
22600026	28.01.2026	01.07.2026	Так 		Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*860	1
22600028	28.01.2026	01.07.2026	Так 		Ні 	0,2400	Ні 	0,4000	Так 		Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*860	1
22600025	28.01.2026	01.07.2026	Так 		Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*860	1
22600027	28.01.2026	01.07.2026	Так 		Ні 	0,2400	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*860	1
42600488	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600489	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600492	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600490	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600491	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600493	15.04.2026	02.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	рис фреза	2040*860	1
42600525	16.04.2026	03.07.2026	Так 		Так 		Ні 	0,7200	Ні 	0,1600	Ні 	0,7200	Ні 	0,3429	Двері Garant лайт-скло 	NPL701-скло	2040*1200	2
42600494	17.04.2026	06.07.2026	Так 		Ні 	0,3080	Ні 	0,7200	Ні 	0,1600	Ні 	0,7200	Ні 	0,3429	Двері Garant-скло	NP411-скло	2040*1200	2
42600497	17.04.2026	06.07.2026	Так 		Ні 	0,3080	Ні 	0,7200	Ні 	0,1600	Ні 	0,7200	Ні 	0,3429	Двері Garant-2скла	NP411-2скла	2040*1200	2
42600521	20.04.2026	06.07.2026	Ні 	0,1333	Ні 	0,1600	Ні 	0,1143	Ні 	0,1333	Ні 	0,1143	Ні 	0,1778	Двері стандарт С	без рис	2040*860	1
12600507	20.01.2026	07.07.2026	Так 		Так 		Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600499	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2070*970	1
42600501	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2140*1320	2
42600502	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2080*1310	2
42600503	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2130*960	1
42600506	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*1330	2
42600507	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2100*1320	2
42600515	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2130*1310	2
42600517	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2180*970	1
42600505	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*980	1
42600508	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2070*970	1
42600509	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*970	1
42600510	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*970	1
42600511	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*970	1
42600514	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2190*970	1
42600512	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2170*1320	2
42600513	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2150*1320	2
42600516	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2080*1310	2
42600518	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2100*910	1
42600504	21.04.2026	08.07.2026	Ні 	0,2286	Ні 	0,5333	Ні 	0,1333	Ні 		Ні 	0,1333	Ні 	0,2286	Двері титан	без рис	2090*970	1
42600544	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600545	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600546	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600547	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600548	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600550	21.04.2026	08.07.2026	Ні 	0,2800	Ні 	0,3600	Ні 	0,4000	Ні 	0,1333	Ні 	0,4000	Ні 	0,3429	Двері Garant лайт ОМФ	NPL902	2040*1200	2
42600602	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600603	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600606	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600609	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600585	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600586	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600591	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600592	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600593	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600596	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600577	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600579	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600599	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600575	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600576	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600578	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600582	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600583	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600584	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600600	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600601	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL426-скло	2040*960	1
42600604	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600605	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600607	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600608	21.04.2026	08.07.2026	Ні 	0,2400	Ні 	0,2200	Ні 	0,4800	Ні 	0,1333	Ні 	0,4800	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL423-скло	2040*960	1
42600589	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
42600590	21.04.2026	08.07.2026	Ні 	0,3000	Ні 	0,2640	Ні 	0,5760	Ні 	0,1333	Ні 	0,5760	Ні 	0,3429	Двері Garant лайт ОМФ-скло 	NPL707-скло	2040*960	1
